,solution_id,FTS_id,carrier_id,lat,lng,arrivaltime,exittime,operation_time,Setup_time,travel_Distance,travel_time,operation_rate,consumption_rate,demand
0,0,1,4,0,0,4086.9826,4439.8184907759005,352.8358907759007,0,0.77,0.77,0.22,0,1603.7995035268214
1,0,1,3,0,0,30.0,1478.8550981596559,1448.8550981596559,0,0.77,0.77,0.22,0,6585.7049916348
2,0,2,3,0,0,30.0,1478.8550981596559,1448.8550981596559,0,30.0,30.0,0.244,0,5937.930730162524
3,0,3,1,0,0,30.0,15624.051790259071,15594.051790259071,0,30.0,30.0,0.194,0,80381.71025906737
4,0,4,2,0,0,30.0,951.687392189349,921.687392189349,0,30.0,30.0,0.259,0,3558.6385798816564
5,0,4,4,0,0,952.427392189349,4439.8184907759005,3487.3910985865514,0,0.74,0.74,0.259,0,13464.83049647317
6,0,5,2,0,0,30.0,951.687392189349,921.687392189349,0,0.92,0.92,0.248,0,3716.4814201183426
7,0,5,5,0,0,1835.14976,9199.209299256254,7364.059539256254,0,0.92,0.92,0.248,0,29693.78846474296
8,0,6,5,0,0,2167.8142731182797,9199.209299256254,7031.395026137974,0,0.67,0.67,0.245,0,28699.571535257037
9,0,6,3,0,0,30.0,1478.8550981596559,1448.8550981596559,0,0.67,0.67,0.245,0,5913.694278202677
10,0,7,1,0,0,30.0,15624.051790259071,15594.051790259071,0,0.0,0.0,0.192,0,81219.01974093266
