,solution_id,FTS_id,carrier_id,lat,lng,arrivaltime,exittime,operation_time,Setup_time,travel_Distance,travel_time,operation_rate,consumption_rate,demand
0,0,1,2,0,0,30.0,7646.878028403834,7616.878028403834,0,0.0,0.0,0.22,0,34622.17285638106
1,0,2,4,0,0,6877.168310502284,7098.84048022119,221.67216971890593,0,0.74,0.74,0.244,0,908.4924988479752
2,0,2,1,0,0,30.0,6831.041381379842,6801.041381379842,0,1.1,1.1,0.244,0,27873.120415491157
3,0,2,2,0,0,6831.771381379842,7646.878028403834,815.1066470239921,0,0.73,0.73,0.244,0,3340.60101239341
4,0,3,1,0,0,30.0,6831.041381379842,6801.041381379842,0,2.39,2.39,0.194,0,35056.9143370095
5,0,3,2,0,0,6831.771381379842,7646.878028403834,815.1066470239921,0,1.91,1.91,0.194,0,4201.580654762845
6,0,3,5,0,0,6878.8183105022845,7458.912236118685,580.0939256164002,0,1.91,1.91,0.194,0,2990.174874311341
7,0,4,2,0,0,30.0,7646.878028403834,7616.878028403834,0,0.0,0.0,0.259,0,29408.795476462677
8,0,5,3,0,0,30.0,6726.0,6696.0,0,30.0,30.0,0.248,0,27000.0
9,0,5,1,0,0,6726.89,6831.041381379842,104.15138137984195,0,0.89,0.89,0.248,0,419.9652474993627
10,0,5,5,0,0,6833.431381379843,7458.912236118685,625.480854738842,0,2.39,2.39,0.248,0,2522.1002207211372
11,0,6,5,0,0,30.0,7458.912236118685,7428.912236118685,0,0.0,0.0,0.245,0,30322.090759668103
12,0,7,4,0,0,30.0,7098.84048022119,7068.84048022119,0,0.0,0.0,0.192,0,36816.87750115203
13,0,7,5,0,0,7100.71048022119,7458.912236118685,358.2017558974949,0,0.0,0.0,0.192,0,1865.6341452994525
